timestamp,open,high,low,close,volume
2021-01-04 11:15:00,353.5,353.5,353.5,353.5,200.0
2021-01-04 12:30:00,353.39,353.48,353.39,353.48,487.0
2021-01-04 13:00:00,353.1014,353.1014,353.1014,353.1014,140.0
2021-01-04 13:45:00,352.0,352.0001,352.0,352.0001,332.0
2021-01-04 14:00:00,352.01,352.01,352.0,352.0,417.0
2021-01-04 14:15:00,351.54,351.54,351.0,351.0,659.0
2021-01-04 14:30:00,351.45,352.075,347.8,349.125,201694.0
2021-01-04 14:45:00,349.0,350.16,348.74,349.43,90798.0
2021-01-04 15:00:00,349.67,349.97,347.515,347.79,140567.0
2021-01-04 15:15:00,347.745,348.15,344.4965,344.73,160856.0
2021-01-04 15:30:00,344.775,347.19,344.5,346.18,159346.0
2021-01-04 15:45:00,346.02,347.17,344.23,345.135,115355.0
2021-01-04 16:00:00,345.08,345.5,341.7,343.645,113116.0
2021-01-04 16:15:00,343.64,344.15,342.63,343.305,91006.0
2021-01-04 16:30:00,343.19,343.5231,342.21,343.18,82724.0
2021-01-04 16:45:00,343.05,343.17,341.17,342.16,80772.0
2021-01-04 17:00:00,342.05,342.16,340.38,340.935,68216.0
2021-01-04 17:15:00,340.77,344.358,340.5,343.77,335337.0
2021-01-04 17:30:00,343.59,344.71,342.14,343.89,190435.0
2021-01-04 17:45:00,343.805,345.36,343.635,344.57,114091.0
2021-01-04 18:00:00,344.5,346.25,344.5,345.935,122655.0
2021-01-04 18:15:00,345.975,347.0899,345.94,346.63,115167.0
2021-01-04 18:30:00,346.46,346.77,345.35,346.1275,62316.0
2021-01-04 18:45:00,346.26,346.81,345.3927,346.44,75305.0
2021-01-04 19:00:00,346.3595,346.42,345.39,345.9171,57627.0
2021-01-04 19:15:00,345.87,347.14,345.8,346.9,75889.0
2021-01-04 19:30:00,346.9,348.14,346.36,348.01,133453.0
2021-01-04 19:45:00,348.05,349.0,346.8,348.69,136437.0
2021-01-04 20:00:00,348.65,348.84,347.23,348.425,97512.0
2021-01-04 20:15:00,348.67,348.8523,347.34,347.7899,96336.0
2021-01-04 20:30:00,347.78,348.485,346.99,348.19,149833.0
2021-01-04 20:45:00,348.12,349.83,348.1,349.5,318312.0
2021-01-04 21:00:00,349.5,349.5699,349.2,349.2,95147.0
2021-01-04 21:15:00,349.5,349.5,349.5,349.5,1210.0
2021-01-04 22:00:00,349.22,349.22,349.22,349.22,220.0
2021-01-04 22:15:00,351.0,351.0,349.2,349.2,500.0
2021-01-04 23:00:00,349.3,349.3,349.3,349.3,100.0
2021-01-04 23:45:00,349.19,349.3,349.19,349.3,600.0
2021-01-05 00:00:00,349.3,349.3,349.3,349.3,500.0
2021-01-05 14:15:00,348.28,348.65,348.23,348.65,1473.0
2021-01-05 14:30:00,348.69,351.36,347.45,350.855,175584.0
2021-01-05 14:45:00,350.945,351.15,348.91,350.39,102510.0
2021-01-05 15:00:00,350.46,351.25,349.47,350.59,77916.0
2021-01-05 15:15:00,350.655,351.1,348.8101,349.21,89502.0
2021-01-05 15:30:00,349.27,349.34,346.263,346.263,84338.0
2021-01-05 15:45:00,346.35,348.08,346.35,346.35,60713.0
2021-01-05 16:00:00,346.44,347.21,345.63,346.34,81618.0
2021-01-05 16:15:00,346.27,347.2099,345.55,347.1799,45591.0
2021-01-05 16:30:00,347.0,348.59,346.92,348.04,61558.0
2021-01-05 16:45:00,348.045,348.38,346.51,346.51,47550.0
2021-01-05 17:00:00,346.66,347.98,346.58,347.06,47116.0
2021-01-05 17:15:00,347.1639,347.23,346.6,347.065,51584.0
2021-01-05 17:30:00,347.07,347.52,346.79,346.81,48376.0
2021-01-05 17:45:00,346.74,347.425,346.49,347.24,51175.0
2021-01-05 18:00:00,347.21,347.42,346.91,347.21,46362.0
2021-01-05 18:15:00,347.26,347.314,346.65,346.65,57482.0
2021-01-05 18:30:00,346.71,347.16,346.59,346.9,76219.0
2021-01-05 18:45:00,346.89,347.0448,346.11,346.28,52710.0
2021-01-05 19:00:00,346.34,347.4719,346.24,346.715,160466.0
2021-01-05 19:15:00,346.76,347.352,346.76,347.06,109792.0
2021-01-05 19:30:00,347.09,347.42,346.63,346.63,72781.0
2021-01-05 19:45:00,346.635,346.6906,346.25,346.49,69500.0
2021-01-05 20:00:00,346.5,347.085,346.37,346.395,124973.0
2021-01-05 20:15:00,346.4,346.45,345.6,346.07,132396.0
2021-01-05 20:30:00,346.04,346.09,345.32,346.07,118879.0
2021-01-05 20:45:00,346.03,346.28,344.48,344.62,337945.0
2021-01-05 21:00:00,344.8,344.869,343.0,343.0,167839.0
2021-01-05 21:30:00,343.96,344.8,343.96,344.8,430.0
2021-01-06 00:00:00,345.28,345.28,345.28,345.28,100.0
2021-01-06 00:15:00,345.28,345.29,345.28,345.29,852.0
2021-01-06 00:45:00,344.81,344.81,344.81,344.81,101.0
2021-01-06 09:00:00,339.01,339.01,339.01,339.01,200.0
2021-01-06 10:00:00,340.0,340.0,340.0,340.0,300.0
2021-01-06 10:45:00,339.46,344.73,339.46,340.75,597.0
2021-01-06 11:00:00,340.75,342.0,340.75,342.0,211.0
2021-01-06 11:45:00,338.0,338.0,337.03,337.03,1500.0
2021-01-06 12:00:00,339.21,340.0,339.2,339.2,1410.0
2021-01-06 12:15:00,340.7,340.87,340.7,340.87,4101.0
2021-01-06 12:30:00,340.41,340.87,339.8,339.8,7690.0
2021-01-06 12:45:00,339.54,339.54,336.84,336.84,1880.0
2021-01-06 13:00:00,336.9,340.4001,336.67,338.0,4083.0
2021-01-06 13:15:00,337.01,338.7,337.0,338.7,950.0
2021-01-06 13:30:00,338.7,338.7,337.04,337.39,1588.0
2021-01-06 13:45:00,337.39,337.45,336.31,336.37,14782.0
2021-01-06 14:00:00,337.42,338.0,335.61,336.26,8273.0
2021-01-06 14:15:00,336.26,337.0,336.0,336.17,6306.0
2021-01-06 14:30:00,337.11,345.53,335.11,343.68,727221.0
2021-01-06 14:45:00,343.47,347.75,341.91,346.19,380171.0
2021-01-06 15:00:00,346.5,347.24,344.87,346.37,221601.0
2021-01-06 15:15:00,346.285,346.44,344.99,346.015,229468.0
2021-01-06 15:30:00,345.85,346.6,345.62,346.27,237960.0
2021-01-06 15:45:00,346.365,347.8,345.91,347.5699,257618.0
2021-01-06 16:00:00,347.4,347.79,346.49,347.675,163282.0
2021-01-06 16:15:00,347.72,347.8,346.21,346.85,177345.0
2021-01-06 16:30:00,346.85,347.325,346.17,347.02,126023.0
2021-01-06 16:45:00,347.025,347.35,346.67,346.9,160116.0
2021-01-06 17:00:00,347.0,347.1653,346.24,346.93,142327.0
2021-01-06 17:15:00,346.96,347.1895,346.55,346.96,202704.0
2021-01-06 17:30:00,347.0,351.18,346.965,351.18,241615.0
2021-01-06 17:45:00,351.2217,353.29,350.89,352.75,133283.0
2021-01-06 18:00:00,352.75,353.91,352.62,353.34,153644.0
2021-01-06 18:15:00,353.295,353.605,352.61,353.405,142361.0
2021-01-06 18:30:00,353.415,355.25,352.93,355.0,538659.0
2021-01-06 18:45:00,355.0999,355.5757,354.46,355.49,94625.0
2021-01-06 19:00:00,355.5,356.85,355.37,356.05,126237.0
2021-01-06 19:15:00,356.06,356.6094,354.84,356.23,220457.0
2021-01-06 19:30:00,356.335,357.63,356.04,357.29,125236.0
2021-01-06 19:45:00,357.21,357.85,356.18,357.78,150468.0
2021-01-06 20:00:00,357.715,358.39,356.27,358.1382,131353.0
2021-01-06 20:15:00,358.07,358.79,356.94,358.305,143742.0
2021-01-06 20:30:00,358.25,358.97,357.73,358.27,184213.0
2021-01-06 20:45:00,358.2799,359.49,357.32,359.32,457396.0
2021-01-06 21:00:00,359.27,359.27,358.32,359.1981,80776.0
2021-01-06 21:15:00,359.27,359.27,359.27,359.27,3337.0
2021-01-06 21:30:00,359.35,359.35,359.35,359.35,760.0
2021-01-06 22:45:00,359.6,359.6,359.5,359.5,226.0
2021-01-06 23:15:00,360.0,360.0,360.0,360.0,500.0
2021-01-06 23:45:00,360.0,360.0,360.0,360.0,100.0
2021-01-07 13:00:00,359.94,359.94,359.94,359.94,356.0
2021-01-07 13:15:00,359.01,359.27,359.0,359.27,884.0
2021-01-07 13:30:00,359.27,359.27,359.27,359.27,1226.0
2021-01-07 13:45:00,359.27,359.27,359.27,359.27,837.0
