timestamp,open,high,low,close,volume
2021-01-04 09:00:00,356.0,357.0,356.0,357.0,1707.0
2021-01-04 09:15:00,357.0,357.0,357.0,357.0,570.0
2021-01-04 09:45:00,357.0,357.0,357.0,357.0,339.0
2021-01-04 10:15:00,357.0,357.0,357.0,357.0,970.0
2021-01-04 13:00:00,359.36,359.36,358.02,358.02,750.0
2021-01-04 13:45:00,358.35,358.35,358.35,358.35,123.0
2021-01-04 14:00:00,358.35,358.35,358.35,358.35,375.0
2021-01-04 14:15:00,358.33,358.7,357.9,358.65,2317.0
2021-01-04 14:30:00,358.0,358.125,350.981,351.5,393415.0
2021-01-04 14:45:00,351.56,353.62,350.5,352.25,162804.0
2021-01-04 15:00:00,352.35,353.45,351.62,353.19,183846.0
2021-01-04 15:15:00,353.15,353.67,352.395,353.06,154686.0
2021-01-04 15:30:00,353.37,353.5,352.095,352.315,124428.0
2021-01-04 15:45:00,352.315,352.39,350.25,350.8,172495.0
2021-01-04 16:00:00,350.735,350.89,347.91,350.32,143477.0
2021-01-04 16:15:00,350.22,350.92,349.4075,350.01,129205.0
2021-01-04 16:30:00,349.88,349.9,348.73,349.31,108408.0
2021-01-04 16:45:00,349.4,349.45,347.361,348.18,145485.0
2021-01-04 17:00:00,348.3,349.09,347.9309,348.28,306880.0
2021-01-04 17:15:00,348.32,350.28,348.03,350.015,199274.0
2021-01-04 17:30:00,350.0,350.42,349.48,349.97,212282.0
2021-01-04 17:45:00,350.0,350.81,349.76,350.395,137221.0
2021-01-04 18:00:00,350.32,351.38,349.94,350.89,85428.0
2021-01-04 18:15:00,350.78,352.15,350.71,352.0899,89303.0
2021-01-04 18:30:00,352.02,352.12,350.91,351.44,135540.0
2021-01-04 18:45:00,351.61,353.11,351.61,353.0,98286.0
2021-01-04 19:00:00,352.925,353.1,351.69,352.43,173087.0
2021-01-04 19:15:00,352.34,352.49,351.84,351.97,59567.0
2021-01-04 19:30:00,351.98,352.0382,350.23,350.835,71357.0
2021-01-04 19:45:00,350.83,351.39,349.9,351.27,59520.0
2021-01-04 20:00:00,351.21,351.615,350.0909,350.93,78595.0
2021-01-04 20:15:00,350.995,351.18,350.0,350.38,96827.0
2021-01-04 20:30:00,350.34,351.75,349.86,351.7,123085.0
2021-01-04 20:45:00,351.76,352.61,351.03,351.87,320976.0
2021-01-04 21:00:00,351.49,351.49,351.49,351.49,60199.0
2021-01-04 21:15:00,351.27,351.49,351.27,351.3,977.0
2021-01-04 21:30:00,351.88,351.88,351.88,351.88,177.0
2021-01-04 23:00:00,351.6,351.6,351.6,351.6,780.0
2021-01-04 23:15:00,351.6,351.6,351.6,351.6,123.0
2021-01-05 00:45:00,351.49,351.49,351.49,351.49,480.0
2021-01-05 12:00:00,351.49,351.49,351.49,351.49,486.0
2021-01-05 13:00:00,351.0,351.0,351.0,351.0,200.0
2021-01-05 13:15:00,351.0,351.0,350.0107,350.0107,235.0
2021-01-05 13:30:00,350.012,350.012,350.012,350.012,100.0
2021-01-05 13:45:00,349.5,349.5,349.5,349.5,224.0
2021-01-05 14:30:00,348.8,353.0,348.8,352.14,186398.0
2021-01-05 14:45:00,352.07,352.74,350.8485,351.13,110068.0
2021-01-05 15:00:00,351.31,352.8179,350.23,350.34,134752.0
2021-01-05 15:15:00,350.405,350.405,347.72,347.81,124573.0
2021-01-05 15:30:00,347.88,348.07,346.04,346.0432,95358.0
2021-01-05 15:45:00,346.1,348.2528,345.8835,346.005,88387.0
2021-01-05 16:00:00,346.12,346.9,345.9,346.12,90897.0
2021-01-05 16:15:00,345.96,347.165,345.5,347.13,92603.0
2021-01-05 16:30:00,347.03,347.26,346.44,347.07,63691.0
2021-01-05 16:45:00,347.12,347.24,345.66,345.8,53820.0
2021-01-05 17:00:00,345.85,348.035,345.6667,347.07,77688.0
2021-01-05 17:15:00,347.11,347.4155,346.31,346.42,67468.0
2021-01-05 17:30:00,346.53,346.56,345.54,345.58,119576.0
2021-01-05 17:45:00,345.51,346.82,345.4371,346.79,101168.0
2021-01-05 18:00:00,346.75,347.0324,346.66,346.92,48719.0
2021-01-05 18:15:00,346.865,346.93,346.41,346.5293,37653.0
2021-01-05 18:30:00,346.48,346.89,346.27,346.84,42777.0
2021-01-05 18:45:00,346.88,347.75,346.88,347.385,45446.0
2021-01-05 19:00:00,347.35,349.6,347.35,348.84,79611.0
2021-01-05 19:15:00,348.78,349.95,348.78,349.73,72683.0
2021-01-05 19:30:00,349.77,350.0,349.2,349.34,57884.0
2021-01-05 19:45:00,349.41,349.51,348.41,348.5,64367.0
2021-01-05 20:00:00,348.42,349.3,348.42,348.49,52642.0
2021-01-05 20:15:00,348.3953,348.55,347.185,347.2,70436.0
2021-01-05 20:30:00,347.27,347.93,346.82,347.73,145981.0
2021-01-05 20:45:00,347.65,348.57,346.76,347.59,268471.0
2021-01-05 21:00:00,347.42,347.42,347.42,347.42,42162.0
